PAND1,Panic disorder 1,Panic Disorder Syndrome 1
PAND2,panic disorder 2,Panic Disorder 2
PAND3,panic disorder 3,Panic Disorder 3
PANDAR,promoter of CDKN1A antisense DNA damage activated RNA,Pandas
PANK1,pantothenate kinase 1,Pantothenate Kinase-Associated Neurodegeneration Neuroaxonal Dystrophy
PANK2,pantothenate kinase 2,Harp Syndrome;  Atypical Pantothenate Kinase-Associated Neurodegeneration;  Pantothenate Kinase-Associated Neurodegeneration;  3
PAOD1,Peripheral arterial occlusive disease 1,Peripheral Arterial Occlusive Disease 1
PAPA2,postaxial polydactyly; type A2,Postaxial Polydactyly; Type A2 Postaxial Polydactyly Type A
PAPA3,Polydactyly; postaxial; type A3,Polydactyly; Postaxial; Type A3 Postaxial Polydactyly Type A
PAPA4,Polydactyly; postaxial; type A4,Polydactyly; Postaxial; Type A4 Postaxial Polydactyly Type A
PAPA5,Polydactyly; postaxial; type A5,Polydactyly; Postaxial; Type A5
PAPLN,papilin; proteoglycan-like sulfated glycoprotein,Weill-Marchesani Syndrome
PAPPA,pregnancy-associated plasma protein A; pappalysin 1,Tricuspid Valve Insufficiency;  Limb-Girdle Muscular Dystrophy Type 2H;  Edwards Syndrome; Show all 7
PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,Spondyloepimetaphyseal Dysplasia
PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,Brachyolmia 4 With Mild Epiphyseal And Metaphyseal Changes;  Spondyloepimetaphyseal Dysplasia; Pakistani Type;  Spondyloepiphyseal Dysplasia Tarda Toledo Type;  Show all 5
PAQR8,progestin and adipoQ receptor family member VIII,Epilepsy With Generalized Tonic-Clonic Seizures
PARD3B,par-3 family cell polarity regulator beta,Amyotrophic Lateral Sclerosis Lateral Sclerosis
PARG,poly (ADP-ribose) glycohydrolase,Liver Cancer Spinal Cord Injury
PARK10,Parkinson disease 10 (susceptibility),Parkinson Disease 10 Parkinsons Disease
PARK11,Parkinson disease 11 (autosomal recessive; early onset),Parkinson Disease 11 Parkinsons Disease
PARK12,Parkinson disease 12 (susceptibility),Parkinson Disease 12 Parkinsons Disease
PARK16,Parkinson disease 16 (susceptibility),Parkinson Disease 16;  Parkinsons Disease Alzheimers Disease
PARK2,parkin RBR E3 ubiquitin protein ligase,Parkin Type Of Early-Onset Parkinson Disease;  Autosomal Recessive Juvenile Parkinson Disease;  Adenocarcinoma; Ovarian; Somatic;  2
PARK3,Parkinson disease 3 (autosomal dominant; Lewy body),Parkinson Disease Type 3 Parkinsons Disease
PARK4,Parkinson disease (autosomal dominant; Lewy body) 4,Parkinson Disease 1;  Parkinsons Disease;  Lewy Body Dementia Show all 4
PARK7,parkinson protein 7,Park7-Related Parkinson Disease;  Parkinson Disease 7; Autosomal Recessive Early-Onset; Spinocerebellar Ataxia Type 17;  Show all 6
PARM1,prostate androgen-regulated mucin-like protein 1,Epispadias
PARP1,poly (ADP-ribose) polymerase 1,Diphtheria;  Skin Squamous Cell Carcinoma;  Tetraploidy;  0
PARP10,poly (ADP-ribose) polymerase family; member 10,Diphtheria
PARP15,poly (ADP-ribose) polymerase family; member 15,Urethral Intrinsic Sphincter Deficiency
PARP16,poly (ADP-ribose) polymerase family; member 16,Diphtheria
PARP2,poly (ADP-ribose) polymerase 2,Diphtheria
PARP3,poly (ADP-ribose) polymerase family; member 3,Diphtheria
PARP4,poly (ADP-ribose) polymerase family; member 4,Cardia Cancer
PARP6,poly (ADP-ribose) polymerase family; member 6,Diphtheria
PART1,prostate androgen-regulated transcript 1 (non-protein coding),Adenocarcinoma Prostate Adenocarcinoma
PARVA,parvin; alpha,Breast Giant Fibroadenoma;  Adiaspiromycosis Theileriasis
PARVB,parvin; beta,Coronary Restenosis
PASD1,PAS domain containing 1,Small Intestine Cancer Diffuse Large B-Cell Lymphoma
PASK,PAS domain containing serine/threonine kinase,Glanders
PATE1,prostate and testis expressed 1,Intracranial Abscess
PATZ1,POZ (BTB) and AT hook containing zinc finger 1,Sarcoma Prostate Cancer
PAURT1,Preauricular tag; isolated; autosomal dominant; 1,Preauricular Tag; Isolated; Autosomal Dominant; 1
PAX1,paired box 1,Diaphanospondylodysostosis;  Klippel-Feil Syndrome;  Androgenetic Alopecia;  Show all 5
PAX2,paired box 2,Renal Coloboma Syndrome;  Bilateral Renal Hypoplasia;  Renal Hypoplasia;  8
PAX3,paired box 3,Waardenburg Syndrome Type I;  Waardenburg Syndrome Type 3;  Chromosome 13Q Deletion; 5
PAX4,paired box 4,Diabetic Ketoacidosis;  Maturity-Onset Diabetes Of The Young; Type 9;  Type 2 Diabetes Mellitus;  6
PAX5,paired box 5,Leukemia; Acute Lymphoblastic 3;  Acute Lymphoblastic Leukemia;  Lymphoplasmacytic Lymphoma;  4
PAX6,paired box 6,Morning Glory Disc Anomaly;  Cataract With Late-Onset Corneal Dystrophy;  Aniridia; Cerebellar Ataxia; And Mental Retardation;  9
PAX7,paired box 7,Alveolar Rhabdomyosarcoma;  Rhabdomyosarcoma;  Pleomorphic Rhabdomyosarcoma;  Show all 5
PAX8,paired box 8,Nephrogenic Adenoma Of Urinary Bladder;  Endosalpingiosis;  Nephrogenic Adenoma;  5
PAX9,paired box 9,Tooth Agenesis; Selective; 3;  Anodontia;  Tooth Agenesis;  
PAXIP1,PAX interacting (with transcription-activation domain) protein 1,Alzheimers Disease Breast Cancer
PBC2,Biliary cirrhosis; primary; 2,Biliary Cirrhosis; Primary; 2
PBC3,Biliary cirrhosis; primary; 3,Biliary Cirrhosis; Primary; 3
PBC4,Biliary cirrhosis; primary; 4,Biliary Cirrhosis; Primary; 4
PBC5,Biliary cirrhosis; primary; 5,Biliary Cirrhosis; Primary; 5
PBCA,Pancreatic beta cell; agenesis of,Diabetes Mellitus; Insulin-Dependent; Neonatal
PBCRA1,progressive bifocal chorioretinal atrophy 1,Progressive Bifocal Chorioretinal Atrophy North Carolina Macular Dystrophy
PBK,PDZ binding kinase,Corneal Edema Plexiform Neurofibroma
PBOV1,prostate and breast cancer overexpressed 1,Breast Cancer
PBRM1,polybromo 1,Renal Cell Carcinoma Clear Cell Renal Cell Carcinoma
PBX1,pre-B-cell leukemia homeobox 1,Leukemia; Acute Pre-B-Cell;  Acute Lymphoblastic Leukemia;  Leukemia; Acute Lymphoblastic 3; Show all 7
PBX2,pre-B-cell leukemia homeobox 2,T-Cell Leukemia Non-Small Cell Lung Carcinoma
PBX4,pre-B-cell leukemia homeobox 4,Leukemia
PC,pyruvate carboxylase,Pyruvate Carboxylase Deficiency; Benign Type;  Pyruvate Carboxylase Deficiency; Infantile Form;  Pyruvate Carboxylase Deficiency Disease;  7
PCA3,prostate cancer associated 3 (non-protein coding),Prostate Cancer Prostate Cancer 3
PCAP,predisposing for prostate cancer,Prostate Cancer
PCAT1,prostate cancer associated transcript 1 (non-protein coding),Prostate Cancer
PCAT14,prostate cancer associated transcript 14 (non-protein coding),Prostate Cancer
PCAT18,prostate cancer associated transcript 18 (non-protein coding),Prostate Cancer
PCAT19,prostate cancer associated transcript 19 (non-protein coding),Prostate Cancer
PCAT2,prostate cancer associated transcript 2 (non-protein coding),Prostate Cancer
PCAT4,prostate cancer associated transcript 4 (non-protein coding),Prostate Cancer
PCAT5,prostate cancer associated transcript 5 (non-protein coding),Prostate Cancer
PCAT6,prostate cancer associated transcript 6 (non-protein coding),Prostate Cancer
PCAT7,prostate cancer associated transcript 7 (non-protein coding),Prostate Cancer
PCBD1,pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha,Hyperphenylalaninemia;  Hyperphenylalaninemia Due To Dehydratase Deficiency;  Vitiligo;  
PCBP1,poly(rC) binding protein 1,Hepatitis
PCBP2,poly(rC) binding protein 2,Hepatitis Myotonic Dystrophy Type 2
PCCA,propionyl CoA carboxylase; alpha polypeptide,Pcca-Related Propionic Acidemia;  Propionic Acidemia;  Biotin Deficiency;  Show all 6
PCCB,propionyl CoA carboxylase; beta polypeptide,Propionic Acidemia;  Pccb-Related Propionic Acidemia;  Biotinidase Deficiency;  Show all 5
PCDH10,protocadherin 10,Dravet Syndrome
PCDH11Y,protocadherin 11 Y-linked,Prostate Cancer
PCDH15,protocadherin-related 15,Deafness; Autosomal Recessive 23;  Usher Syndrome; Type 1F;  Dfnb23 Nonsyndromic Hearing Loss And Deafness;  4
PCDH19,protocadherin 19,Febrile Infection-Related Epilepsy Syndrome;  Pcdh19-Related Female-Limited Epilepsy; Epilepsy Syndrome;  
PCDHA3,protocadherin alpha 3,Restless Legs Syndrome
PCDHGA10,protocadherin gamma subfamily A; 10,Pineoblastoma
PCED1A,PC-esterase domain containing 1A,Sarcoma
PCGEM1,PCGEM1; prostate-specific transcript (non-protein coding),Prostate Cancer
PCGF2,polycomb group ring finger 2,Acute Promyelocytic Leukemia
PCK1,phosphoenolpyruvate carboxykinase 1 (soluble),Phosphoenolpyruvate Carboxykinase-1; Cytosolic; Deficiency;  Type 2 Diabetes Mellitus Insulin Resistance
PCK2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),Pepck Deficiency; Mitochondrial;  Pepck 1 Deficiency;  Insulin Resistance;  Show all 6
PCLO,piccolo presynaptic cytomatrix protein,Major Depressive Disorder Bipolar Disorder
PCM1,pericentriolar material 1,Papillary Thyroid Carcinoma;  Chronic Myeloid Leukemia;  Occult Macular Dystrophy;  Show all 6
PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,Spina Bifida Premature Ovarian Failure
PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,Primary Angle-Closure Glaucoma
PCNA,proliferating cell nuclear antigen,Fibrillary Astrocytoma;  Large Cell Acanthoma;  Anthracosilicosis;  Show all 41
PCNT,pericentrin,Microcephalic Osteodysplastic Primordial Dwarfism Type 2;  Dwarfism;  Seckel Syndrome Show all 4
PCNXL4,pecanex-like 4 (Drosophila),Hepatitis C;  Hepatitis C Virus Hepatitis
PCOLCE,procollagen C-endopeptidase enhancer,Bone Fracture Oculopharyngeal Muscular Dystrophy
PCOS1,polycystic ovary syndrome 1,Polycystic Ovary Syndrome 1 Polycystic Ovary Syndrome
PCP2,Purkinje cell protein 2,Pycnodysostosis
PCSK1,proprotein convertase subtilisin/kexin type 1,Obesity With Impaired Prohormone Processing;  Obesity Bmiq12;  Proprotein Convertase-1 Deficiency;  Show all 7
PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor,Amyotrophic Lateral Sclerosis-Parkinsonism/dementia Complex 1;  Obesity Amyotrophic Lateral Sclerosis-Parkinsonism/dementia Complex
PCSK2,proprotein convertase subtilisin/kexin type 2,Myocardial Infarction
PCSK5,proprotein convertase subtilisin/kexin type 5,Nail Disease;  Hiv-1;  Pachyonychia Congenita Show all 4
PCSK6,proprotein convertase subtilisin/kexin type 6,Influenza
PCSK9,proprotein convertase subtilisin/kexin type 9,Low Density Lipoprotein Cholesterol Level Qtl 1;  Pcsk9-Related Familial Hypercholesterolemia; Autosomal Dominant;  Hypercholesterolemia; Familial; 3;  Show all 7
PCTP,phosphatidylcholine transfer protein,Cannabis Dependence
PCYT1A,phosphate cytidylyltransferase 1; choline; alpha,Spondylometaphyseal Dysplasia With Cone-Rod Dystrophy
PCYT1B,phosphate cytidylyltransferase 1; choline; beta,Periventricular Nodular Heterotopia
PDA1,Patent ductus arteriosus; susceptibility to,Patent Ductus Arteriosus
PDB4,Paget disease of bone 4,Pagets Disease Of Bone
PDB5,Paget disease of bone 5,Pagets Disease Of Bone
PDB6,Paget disease of bone 6,Pagets Disease Of Bone
PDC,phosducin,Familial Paroxysmal Nonkinesigenic Dyskinesia;  Retinitis Pigmentosa;  Prostate Cancer 1; Show all 5
PDCD1,programmed cell death 1,Indolent B Cell Lymphoma;  Systemic Lupus Erythematosus 2;  Nodular Lymphocyte Predominant Hodgkin Lymphoma;  8
PDCD10,programmed cell death 10,Cerebral Cavernous Malformations 3;  Cerebral Cavernous Malformation; Familial;  Familial Cerebral Cavernous Malformation 3;  
PDCD11,programmed cell death 11,Epididymo-Orchitis Orchitis
PDCD1LG2,programmed cell death 1 ligand 2,Cysticercosis
PDCD4,programmed cell death 4 (neoplastic transformation inhibitor),Colorectal Cancer
PDCOS,Podoconiosis; susceptibility to,Podoconiosis
PDDC1,Parkinson disease 7 domain containing 1,Parkinsons Disease
PDE11A,phosphodiesterase 11A,Pigmented Nodular Adrenocortical Disease; Primary; 2;  Primary Pigmented Nodular Adrenocortical Disease Acth-Independent Macronodular Adrenal Hyperplasia
PDE12,phosphodiesterase 12,Pharyngitis
PDE2A,phosphodiesterase 2A; cGMP-stimulated,Retinitis Pigmentosa
PDE4A,phosphodiesterase 4A; cAMP-specific,Rubinstein-Taybi Syndrome;  Chronic Obstructive Pulmonary Disease Asthma
PDE4B,phosphodiesterase 4B; cAMP-specific,Schizophrenia
PDE4D,phosphodiesterase 4D; cAMP-specific,Acrodysostosis 2; With Or Without Hormone Resistance;  Acrodysostosis Acrodysostosis 1; With Or Without Hormone Resistance
PDE4DIP,phosphodiesterase 4D interacting protein,Eosinophilia
PDE5A,phosphodiesterase 5A; cGMP-specific,Transient Global Amnesia;  Impotence;  Priapism;  
PDE6A,phosphodiesterase 6A; cGMP-specific; rod; alpha,Retinitis Pigmentosa 43;  Pde6A-Related Retinitis Pigmentosa;  Retinitis Pigmentosa Show all 4
PDE6B,phosphodiesterase 6B; cGMP-specific; rod; beta,Retinitis Pigmentosa-40;  Congenital Stationary Night Blindness;  Night Blindness;  6
PDE6C,phosphodiesterase 6C; cGMP-specific; cone; alpha prime,Cone Dystrophy 4;  Achromatopsia;  Achromatopsia 5;  
PDE6D,phosphodiesterase 6D; cGMP-specific; rod; delta,Latent Syphilis;  Joubert Syndrome 22;  Primary Syphilis;  Show all 6
PDE6G,phosphodiesterase 6G; cGMP-specific; rod; gamma,Retinitis Pigmentosa 57;  Pde6G-Related Retinitis Pigmentosa;  Familial Retinoblastoma;  Show all 5
PDE6H,phosphodiesterase 6H; cGMP-specific; cone; gamma,Achromatopsia 6;  Retinal Cone Dystrophy 3;  Retinal Cone Dystrophy 3A;  
PDE7A,phosphodiesterase 7A,Low Compliance Bladder
PDE8A,phosphodiesterase 8A,Granulomatous Amebic Encephalitis
PDE8B,phosphodiesterase 8B,Striatal Degeneration; Autosomal Dominant;  Primary Pigmented Nodular Adrenocortical Disease;  Pigmented Nodular Adrenocortical Disease; Primary; 3;  Show all 5
PDGFA,platelet-derived growth factor alpha polypeptide,Denys-Drash Syndrome;  Tendinitis;  Wrinkles;  Show all 5
PDGFB,platelet-derived growth factor beta polypeptide,Basal Ganglia Calcification; Idiopathic; 5;  Diabetic Foot Ulcers;  Dermatofibrosarcoma Protuberans;  7
PDGFD,platelet derived growth factor D,Mesangial Proliferative Glomerulonephritis
PDGFRA,platelet-derived growth factor receptor; alpha polypeptide,Fibrosarcoma Of Bone;  Hypereosinophilic Syndrome;  Cervical Adenosquamous Carcinoma; Show all 41
PDGFRB,platelet-derived growth factor receptor; beta polypeptide,Basal Ganglia Calcification; Idiopathic; 4;  Myeloproliferative Disorder With Eosinophilia;  Chronic Myeloproliferative Disease;  2
PDGFRL,platelet-derived growth factor receptor-like,Colorectal Cancer;  Liver Cancer;  Hepatocellular Carcinoma; Somatic;  0
PDHA1,pyruvate dehydrogenase (lipoamide) alpha 1,Pyruvate Dehydrogenase E1-Alpha Deficiency;  X-Linked Leigh Syndrome;  Coffin-Lowry Syndrome;  Show all 9
PDHB,pyruvate dehydrogenase (lipoamide) beta,Pyruvate Dehydrogenase E1-Beta Deficiency Pyruvate Decarboxylase Deficiency
PDHX,pyruvate dehydrogenase complex; component X,Pyruvate Dehydrogenase E3-Binding Protein Deficiency;  Lactic Acidosis;  Primary Biliary Cirrhosis;  Show all 7
PDK3,pyruvate dehydrogenase kinase; isozyme 3,Charcot-Marie-Tooth Disease; X-Linked Dominant; 6
PDK4,pyruvate dehydrogenase kinase; isozyme 4,Insulin Resistance
PDLIM1,PDZ and LIM domain 1,Hyperacusis;  Supravalvular Aortic Stenosis;  Dental Enamel Hypoplasia Show all 4
PDLIM2,PDZ and LIM domain 2 (mystique),Adult T-Cell Leukemia;  Breast Cancer T-Cell Leukemia
PDLIM3,PDZ and LIM domain 3,Osteitis Fibrosa;  Myotonic Dystrophy;  Malignant Histiocytosis Show all 4
PDLIM4,PDZ and LIM domain 4,Multiple Personality Disorder Osteoporosis
PDLIM5,PDZ and LIM domain 5,Nail-Patella Syndrome Barth Syndrome
PDLIM7,PDZ and LIM domain 7 (enigma),Pleural Empyema Nasopharynx Carcinoma
PDON2,Periodontitis; localized aggressive,Periodontitis; Aggressive; 2 Periodontitis
PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1,Pyruvate Dehydrogenase Phosphatase Deficiency;  Pasteurellosis;  Ovarian Disease;  0
PDPN,podoplanin,Subglottis Neoplasm;  Atypical Neurofibroma;  Influenza;  4
PDR,pigment disorder; reticulate,Pigment Disorder; Reticulate X-Linked Reticulate Pigmentary Disorder With Systemic Manifestations
PDSS1,prenyl (decaprenyl) diphosphate synthase; subunit 1,Coenzyme Q10 Deficiency; Primary; 2;  Prosopagnosia;  Pdss1-Related Coenzyme Q10 Deficiency Show all 4
PDSS2,prenyl (decaprenyl) diphosphate synthase; subunit 2,Coenzyme Q10 Deficiency; Primary; 3;  Pdss2-Related Coenzyme Q10 Deficiency Coenzyme Q10 Deficiency; Primary; 1
PDX1,pancreatic and duodenal homeobox 1,Pancreatic Gastrinoma;  Pancreatic Agenesis;  Lacticacidemia Due To Pdx1 Deficiency;  8
PDXP,pyridoxal (pyridoxine; vitamin B6) phosphatase,Laurence-Moon Syndrome
PDYN,prodynorphin,Spinocerebellar Ataxia 23;  Dissociative Amnesia;  Cocaine Dependence;  7
PDZD11,PDZ domain containing 11,Pleomorphic Adenoma Carcinoma
PDZD2,PDZ domain containing 2,Prostate Cancer
PDZD3,PDZ domain containing 3,Cystic Fibrosis Secretory Diarrhea
PDZD7,PDZ domain containing 7,Retinal Disease;  Retinal Disease In Usher Syndrome Type Iia; Modifier Of;  Usher Syndrome; Type 2C; Gpr98/pdzd7 Digenic;  Show all 7
PDZD8,PDZ domain containing 8,Sarcoma
PDZK1,PDZ domain containing 1,Multiple Myeloma Myeloma
PDZK1IP1,PDZK1 interacting protein 1,Tricuspid Valve Insufficiency;  Acute Cor Pulmonale;  Malignant Pleural Mesothelioma Show all 4
PEA15,phosphoprotein enriched in astrocytes 15,Type 2 Diabetes Mellitus;  Insulin Resistance Diabetes Mellitus
PECAM1,platelet/endothelial cell adhesion molecule 1,Erythema Elevatum Diutinum;  Angiosarcoma;  Epithelioid Hemangioendothelioma;  2
PEE1,preeclampsia/eclampsia 1,Preeclampsia/eclampsia 1;  Pre-Eclampsia Eclampsia
PEE2,Preeclampsia/eclampsia 2,Preeclampsia/eclampsia 2 Eclampsia
PEE3,Preeclampsia/eclampsia 3,Preeclampsia/eclampsia 3 Eclampsia
PEF1,penta-EF-hand domain containing 1,Intermediate Charcot-Marie-Tooth Neuropathy
PEG10,paternally expressed 10,Multiple Personality Disorder Chronic Lymphocytic Leukemia
PEG3,paternally expressed 3,Undifferentiated Embryonal Sarcoma Of The Liver Embryonal Sarcoma
PEMT,phosphatidylethanolamine N-methyltransferase,Whiplash
PENK,proenkephalin,Radiculopathy;  Pancreatic Cancer;  Squamous Cell Carcinoma Of The Head And Neck;  
PEPD,peptidase D,Prolidase Deficiency;  Legg-Calve-Perthes Disease Bacterial Vaginosis
PER1,period circadian clock 1,Advanced Sleep Phase Syndrome Delayed Sleep Phase Syndrome
PER2,period circadian clock 2,Advanced Sleep Phase Syndrome;  Familial Advanced Sleep Phase Syndrome 1;  Sleep Disorder;  Show all 5
PER3,period circadian clock 3,Delayed Sleep Phase Syndrome;  Advanced Sleep Phase Syndrome Seasonal Affective Disorder
PES1,pescadillo ribosomal biogenesis factor 1,Breast Cancer
PET100,PET100 homolog (S. cerevisiae),Intrahepatic Cholangiocarcinoma Cytochrome-C Oxidase Deficiency Disease
PEX1,peroxisomal biogenesis factor 1,Peroxisome Biogenesis Disorder 1B;  Peroxisome Biogenesis Disorder 1A;  Zellweger Syndrome; 4
PEX10,peroxisomal biogenesis factor 10,Peroxisome Biogenesis Disorder 6B;  Peroxisome Biogenesis Disorder 6A;  Neonatal Adrenoleukodystrophy;  3
PEX11B,peroxisomal biogenesis factor 11 beta,Peroxisome Biogenesis Disorder 14B;  Peroxisome Biogenesis Disorder 11B;  Peroxisome Biogenesis Disorder 2B Show all 4
PEX12,peroxisomal biogenesis factor 12,Peroxisome Biogenesis Disorder 3B;  Peroxisome Biogenesis Disorder 3A;  Peroxisome Biogenesis Disorders; Zellweger Syndrome Spectrum;  2
PEX13,peroxisomal biogenesis factor 13,Peroxisome Biogenesis Disorder 11A;  Peroxisome Biogenesis Disorder 11B;  Zellweger Spectrum;  Show all 9
PEX14,peroxisomal biogenesis factor 14,Peroxisome Biogenesis Disorder 13A;  Hawkinsinuria;  Peroxisome Biogenesis Disorder 11B; Show all 6
PEX16,peroxisomal biogenesis factor 16,Peroxisome Biogenesis Disorder 8B;  Peroxisome Biogenesis Disorder 8A;;  Peroxisome Biogenesis Disorders; Zellweger Syndrome Spectrum;  
PEX19,peroxisomal biogenesis factor 19,Peroxisome Biogenesis Disorder 12A;  Encephalitozoonosis;  Iris Disease;  0
PEX2,peroxisomal biogenesis factor 2,Peroxisome Biogenesis Disorder 5B;  Peroxisome Biogenesis Disorder 5A;  Infantile Refsum Disease;  4
PEX26,peroxisomal biogenesis factor 26,Peroxisome Biogenesis Disorder 7A;  Peroxisome Biogenesis Disorder 7B;  Infantile Refsum Disease;  3
